,date,state,cases,newcases,deaths,newdeaths
0,2020-03-13,Alabama,6,,0,
1,2020-03-14,Alabama,12,6.0,0,0.0
2,2020-03-15,Alabama,23,11.0,0,0.0
3,2020-03-16,Alabama,29,6.0,0,0.0
4,2020-03-17,Alabama,39,10.0,0,0.0
5,2020-03-18,Alabama,51,12.0,0,0.0
6,2020-03-19,Alabama,78,27.0,0,0.0
7,2020-03-20,Alabama,106,28.0,0,0.0
8,2020-03-21,Alabama,131,25.0,0,0.0
9,2020-03-22,Alabama,157,26.0,0,0.0
10,2020-03-23,Alabama,196,39.0,0,0.0
11,2020-03-24,Alabama,242,46.0,0,0.0
12,2020-03-25,Alabama,386,144.0,1,1.0
13,2020-03-26,Alabama,538,152.0,3,2.0
14,2020-03-27,Alabama,639,101.0,4,1.0
15,2020-03-28,Alabama,720,81.0,4,0.0
16,2020-03-29,Alabama,830,110.0,5,1.0
17,2020-03-30,Alabama,947,117.0,11,6.0
18,2020-03-31,Alabama,999,52.0,14,3.0
19,2020-04-01,Alabama,1108,109.0,28,14.0
20,2020-04-02,Alabama,1270,162.0,32,4.0
21,2020-04-03,Alabama,1535,265.0,38,6.0
22,2020-04-04,Alabama,1632,97.0,44,6.0
23,2020-04-05,Alabama,1840,208.0,45,1.0
24,2020-04-06,Alabama,2005,165.0,53,8.0
25,2020-04-07,Alabama,2197,192.0,64,11.0
26,2020-04-08,Alabama,2498,301.0,67,3.0
27,2020-04-09,Alabama,2838,340.0,78,11.0
28,2020-04-10,Alabama,3008,170.0,80,2.0
29,2020-04-11,Alabama,3262,254.0,93,13.0
30,2020-04-12,Alabama,3583,321.0,93,0.0
31,2020-04-13,Alabama,3805,222.0,104,11.0
32,2020-04-14,Alabama,3953,148.0,114,10.0
33,2020-04-15,Alabama,4241,288.0,123,9.0
34,2020-04-16,Alabama,4404,163.0,137,14.0
35,2020-04-17,Alabama,4572,168.0,151,14.0
36,2020-04-18,Alabama,4723,151.0,147,-4.0
37,2020-04-19,Alabama,4903,180.0,160,13.0
38,2020-04-20,Alabama,5078,175.0,164,4.0
39,2020-04-21,Alabama,5327,249.0,186,22.0
40,2020-04-22,Alabama,5610,283.0,201,15.0
41,2020-04-23,Alabama,5832,222.0,197,-4.0
42,2020-04-24,Alabama,6026,194.0,209,12.0
43,2020-04-25,Alabama,6213,187.0,213,4.0
44,2020-04-26,Alabama,6421,208.0,219,6.0
45,2020-04-27,Alabama,6539,118.0,228,9.0
46,2020-04-28,Alabama,6750,211.0,242,14.0
47,2020-04-29,Alabama,6925,175.0,262,20.0
48,2020-04-30,Alabama,7068,143.0,272,10.0
49,2020-05-01,Alabama,7294,226.0,289,17.0
50,2020-05-02,Alabama,7611,317.0,288,-1.0
51,2020-05-03,Alabama,7888,277.0,290,2.0
52,2020-05-04,Alabama,8112,224.0,298,8.0
53,2020-05-05,Alabama,8437,325.0,315,17.0
54,2020-05-06,Alabama,8691,254.0,343,28.0
55,2020-05-07,Alabama,9046,355.0,369,26.0
56,2020-05-08,Alabama,9385,339.0,383,14.0
57,2020-05-09,Alabama,9668,283.0,390,7.0
58,2020-05-10,Alabama,9889,221.0,393,3.0
59,2020-05-11,Alabama,10164,275.0,403,10.0
60,2020-05-12,Alabama,10464,300.0,435,32.0
61,2020-05-13,Alabama,10700,236.0,450,15.0
62,2020-05-14,Alabama,11101,401.0,473,23.0
63,2020-05-15,Alabama,11373,272.0,483,10.0
64,2020-05-16,Alabama,11674,301.0,485,2.0
65,2020-05-17,Alabama,11771,97.0,488,3.0
66,2020-05-18,Alabama,12086,315.0,489,1.0
67,2020-05-19,Alabama,12376,290.0,504,15.0
68,2020-05-20,Alabama,13052,676.0,522,18.0
69,2020-05-21,Alabama,13414,362.0,529,7.0
70,2020-05-22,Alabama,13670,256.0,541,12.0
71,2020-05-23,Alabama,14149,479.0,549,8.0
72,2020-05-24,Alabama,14478,329.0,551,2.0
73,2020-05-25,Alabama,14986,508.0,566,15.0
74,2020-05-26,Alabama,15650,664.0,580,14.0
75,2020-05-27,Alabama,16032,382.0,583,3.0
76,2020-05-28,Alabama,16530,498.0,591,8.0
77,2020-05-29,Alabama,17031,501.0,610,19.0
78,2020-05-30,Alabama,17359,328.0,618,8.0
79,2020-05-31,Alabama,17952,593.0,630,12.0
80,2020-06-01,Alabama,18534,582.0,646,16.0
81,2020-06-02,Alabama,18771,237.0,653,7.0
82,2020-06-03,Alabama,18851,80.0,653,0.0
83,2020-06-04,Alabama,19072,221.0,653,0.0
84,2020-06-05,Alabama,19387,315.0,676,23.0
85,2020-06-06,Alabama,20043,656.0,689,13.0
86,2020-06-07,Alabama,20500,457.0,692,3.0
87,2020-06-08,Alabama,20925,425.0,718,26.0
88,2020-06-09,Alabama,21422,497.0,729,11.0
89,2020-06-10,Alabama,21989,567.0,744,15.0
90,2020-06-11,Alabama,22845,856.0,755,11.0
91,2020-06-12,Alabama,23710,865.0,769,14.0
92,2020-06-13,Alabama,24601,891.0,773,4.0
93,2020-06-14,Alabama,25615,1014.0,773,0.0
94,2020-06-15,Alabama,26272,657.0,774,1.0
95,2020-06-16,Alabama,26912,640.0,785,11.0
96,2020-06-17,Alabama,27312,400.0,790,5.0
97,2020-06-18,Alabama,28206,894.0,810,20.0
98,2020-06-19,Alabama,29002,796.0,822,12.0
99,2020-06-20,Alabama,29549,547.0,838,16.0
100,2020-06-21,Alabama,30021,472.0,839,1.0
101,2020-06-22,Alabama,30454,433.0,841,2.0
102,2020-06-23,Alabama,31097,643.0,864,23.0
103,2020-06-24,Alabama,32064,967.0,891,27.0
104,2020-06-25,Alabama,33206,1142.0,896,5.0
105,2020-06-26,Alabama,34183,977.0,907,11.0
106,2020-06-27,Alabama,35083,900.0,919,12.0
107,2020-06-28,Alabama,35441,358.0,919,0.0
108,2020-06-29,Alabama,37175,1734.0,929,10.0
109,2020-06-30,Alabama,38045,870.0,950,21.0
110,2020-07-01,Alabama,38962,917.0,972,22.0
111,2020-07-02,Alabama,40111,1149.0,985,13.0
112,2020-07-03,Alabama,41865,1754.0,1006,21.0
113,2020-07-04,Alabama,42862,997.0,1007,1.0
114,2020-07-05,Alabama,43953,1091.0,1007,0.0
115,2020-07-06,Alabama,44878,925.0,1007,0.0
116,2020-07-07,Alabama,45785,907.0,1033,26.0
117,2020-07-08,Alabama,46962,1177.0,1058,25.0
118,2020-07-09,Alabama,49174,2212.0,1068,10.0
119,2020-07-10,Alabama,50508,1334.0,1104,36.0
120,2020-07-11,Alabama,51947,1439.0,1114,10.0
121,2020-07-12,Alabama,53587,1640.0,1121,7.0
122,2020-07-13,Alabama,55545,1958.0,1124,3.0
123,2020-07-14,Alabama,57255,1710.0,1164,40.0
124,2020-07-15,Alabama,59067,1812.0,1211,47.0
125,2020-07-16,Alabama,61088,2021.0,1230,19.0
126,2020-07-17,Alabama,63091,2003.0,1265,35.0
127,2020-07-18,Alabama,65234,2143.0,1286,21.0
128,2020-07-19,Alabama,67011,1777.0,1287,1.0
129,2020-07-20,Alabama,68891,1880.0,1291,4.0
130,2020-07-21,Alabama,70358,1467.0,1303,12.0
131,2020-07-22,Alabama,71813,1455.0,1364,61.0
132,2020-07-23,Alabama,74212,2399.0,1397,33.0
133,2020-07-24,Alabama,76005,1793.0,1438,41.0
134,2020-07-25,Alabama,78130,2125.0,1456,18.0
135,2020-07-26,Alabama,79294,1164.0,1473,17.0
136,2020-07-27,Alabama,81115,1821.0,1491,18.0
137,2020-07-28,Alabama,82366,1251.0,1491,0.0
138,2020-07-29,Alabama,83782,1416.0,1538,47.0
139,2020-07-30,Alabama,85762,1980.0,1565,27.0
140,2020-07-31,Alabama,87723,1961.0,1580,15.0
141,2020-08-01,Alabama,89349,1626.0,1603,23.0
142,2020-08-02,Alabama,91444,2095.0,1627,24.0
143,2020-08-03,Alabama,92661,1217.0,1633,6.0
144,2020-08-04,Alabama,93702,1041.0,1666,33.0
145,2020-08-05,Alabama,94654,952.0,1695,29.0
146,2020-08-06,Alabama,96592,1938.0,1714,19.0
147,2020-08-07,Alabama,98301,1709.0,1735,21.0
148,2020-08-08,Alabama,100173,1872.0,1755,20.0
149,2020-08-09,Alabama,101334,1161.0,1768,13.0
150,2020-08-10,Alabama,103020,1686.0,1797,29.0
151,2020-08-11,Alabama,103851,831.0,1847,50.0
152,2020-08-12,Alabama,104786,935.0,1882,35.0
153,2020-08-13,Alabama,105557,771.0,1890,8.0
154,2020-08-14,Alabama,106309,752.0,1893,3.0
155,2020-08-15,Alabama,107580,1271.0,1896,3.0
156,2020-08-16,Alabama,108433,853.0,1898,2.0
157,2020-08-17,Alabama,109004,571.0,1925,27.0
158,2020-08-18,Alabama,110361,1357.0,1936,11.0
159,2020-08-19,Alabama,111478,1117.0,1944,8.0
160,2020-08-20,Alabama,112449,971.0,1974,30.0
161,2020-08-21,Alabama,113632,1183.0,1996,22.0
162,2020-08-22,Alabama,114532,900.0,2011,15.0
163,2020-08-23,Alabama,115060,528.0,2013,2.0
164,2020-08-24,Alabama,116710,1650.0,2024,11.0
165,2020-08-25,Alabama,117242,532.0,2037,13.0
166,2020-08-26,Alabama,119254,2012.0,2045,8.0
167,2020-08-27,Alabama,121023,1769.0,2076,31.0
168,2020-08-28,Alabama,122185,1162.0,2107,31.0
169,2020-08-29,Alabama,123889,1704.0,2152,45.0
170,2020-08-30,Alabama,125235,1346.0,2162,10.0
171,2020-08-31,Alabama,126058,823.0,2182,20.0
172,2020-09-01,Alabama,127616,1558.0,2200,18.0
173,2020-09-02,Alabama,128239,623.0,2217,17.0
174,2020-09-03,Alabama,129285,1046.0,2233,16.0
175,2020-09-04,Alabama,130393,1108.0,2266,33.0
176,2020-09-05,Alabama,131803,1410.0,2275,9.0
177,2020-09-06,Alabama,132314,511.0,2276,1.0
178,2020-09-07,Alabama,132973,659.0,2276,0.0
179,2020-09-08,Alabama,133606,633.0,2277,1.0
180,2020-09-09,Alabama,134417,811.0,2285,8.0
181,2020-09-10,Alabama,135565,1148.0,2301,16.0
182,2020-09-11,Alabama,136703,1138.0,2333,32.0
183,2020-09-12,Alabama,137646,943.0,2350,17.0
184,2020-09-13,Alabama,138755,1109.0,2351,1.0
185,2020-09-14,Alabama,139459,704.0,2355,4.0
186,2020-09-15,Alabama,140160,701.0,2387,32.0
187,2020-09-16,Alabama,141087,927.0,2392,5.0
188,2020-09-17,Alabama,141757,670.0,2401,9.0
189,2020-09-18,Alabama,142863,1106.0,2428,27.0
190,2020-09-19,Alabama,144164,1301.0,2437,9.0
191,2020-09-20,Alabama,144962,798.0,2437,0.0
192,2020-09-21,Alabama,145780,818.0,2439,2.0
193,2020-09-22,Alabama,146584,804.0,2457,18.0
194,2020-09-23,Alabama,147153,569.0,2488,31.0
195,2020-09-24,Alabama,148206,1053.0,2506,18.0
196,2020-09-25,Alabama,150658,2452.0,2491,-15.0
197,2020-09-26,Alabama,151591,933.0,2501,10.0
198,2020-09-27,Alabama,152321,730.0,2502,1.0
199,2020-09-28,Alabama,152983,662.0,2501,-1.0
200,2020-09-29,Alabama,153554,571.0,2517,16.0
201,2020-09-30,Alabama,154701,1147.0,2540,23.0
202,2020-10-01,Alabama,155744,1043.0,2548,8.0
203,2020-10-02,Alabama,156698,954.0,2550,2.0
204,2020-10-03,Alabama,158380,1682.0,2558,8.0
205,2020-10-04,Alabama,159169,789.0,2558,0.0
206,2020-10-05,Alabama,159713,544.0,2559,1.0
207,2020-10-06,Alabama,160477,764.0,2580,21.0
208,2020-10-07,Alabama,161418,941.0,2601,21.0
209,2020-10-08,Alabama,161975,557.0,2637,36.0
210,2020-10-09,Alabama,163465,1490.0,2653,16.0
211,2020-10-10,Alabama,164526,1061.0,2664,11.0
212,2020-10-11,Alabama,165342,816.0,2664,0.0
213,2020-10-12,Alabama,166076,734.0,2665,1.0
214,2020-10-13,Alabama,167193,1117.0,2665,0.0
215,2020-10-14,Alabama,167977,784.0,2706,41.0
216,2020-10-15,Alabama,169162,1185.0,2756,50.0
217,2020-10-16,Alabama,170374,1212.0,2786,30.0
218,2020-10-17,Alabama,171662,1288.0,2788,2.0
219,2020-10-18,Alabama,172626,964.0,2788,0.0
220,2020-10-19,Alabama,173485,859.0,2789,1.0
221,2020-10-20,Alabama,174528,1043.0,2805,16.0
222,2020-10-21,Alabama,175674,1146.0,2828,23.0
223,2020-10-22,Alabama,177064,1390.0,2843,15.0
224,2020-10-23,Alabama,180916,3852.0,2859,16.0
225,2020-10-24,Alabama,183276,2360.0,2866,7.0
226,2020-10-25,Alabama,184355,1079.0,2866,0.0
227,2020-10-26,Alabama,185322,967.0,2866,0.0
228,2020-10-27,Alabama,186437,1115.0,2892,26.0
229,2020-10-28,Alabama,187706,1269.0,2911,19.0
230,2020-10-29,Alabama,189149,1443.0,2914,3.0
231,2020-10-30,Alabama,190496,1347.0,2932,18.0
232,2020-10-31,Alabama,192285,1789.0,2967,35.0
233,2020-11-01,Alabama,193985,1700.0,2973,6.0
234,2020-11-02,Alabama,194892,907.0,2973,0.0
235,2020-11-03,Alabama,195929,1037.0,2987,14.0
236,2020-11-04,Alabama,197777,1848.0,3006,19.0
237,2020-11-05,Alabama,199158,1381.0,3026,20.0
238,2020-11-06,Alabama,200714,1556.0,3049,23.0
239,2020-11-07,Alabama,202482,1768.0,3082,33.0
240,2020-11-08,Alabama,203687,1205.0,3084,2.0
241,2020-11-09,Alabama,204857,1170.0,3084,0.0
242,2020-11-10,Alabama,206567,1710.0,3120,36.0
243,2020-11-11,Alabama,208637,2070.0,3201,81.0
244,2020-11-12,Alabama,210637,2000.0,3213,12.0
245,2020-11-13,Alabama,213617,2980.0,3231,18.0
246,2020-11-14,Alabama,215843,2226.0,3246,15.0
247,2020-11-15,Alabama,217822,1979.0,3248,2.0
248,2020-11-16,Alabama,219232,1410.0,3249,1.0
249,2020-11-17,Alabama,220848,1616.0,3301,52.0
250,2020-11-18,Alabama,223486,2638.0,3347,46.0
251,2020-11-19,Alabama,225910,2424.0,3419,72.0
252,2020-11-20,Alabama,228373,2463.0,3451,32.0
253,2020-11-21,Alabama,230708,2335.0,3457,6.0
254,2020-11-22,Alabama,232506,1798.0,3457,0.0
255,2020-11-23,Alabama,234080,1574.0,3459,2.0
256,2020-11-24,Alabama,236865,2785.0,3472,13.0
257,2020-11-25,Alabama,239318,2453.0,3532,60.0
258,2020-11-26,Alabama,241957,2639.0,3572,40.0
259,2020-11-27,Alabama,242874,917.0,3572,0.0
260,2020-11-28,Alabama,244993,2119.0,3572,0.0
261,2020-11-29,Alabama,247229,2236.0,3577,5.0
262,2020-11-30,Alabama,249524,2295.0,3578,1.0
263,2020-12-01,Alabama,252900,3376.0,3638,60.0
264,2020-12-02,Alabama,256828,3928.0,3711,73.0
265,2020-12-03,Alabama,260359,3531.0,3776,65.0
266,2020-12-04,Alabama,264199,3840.0,3831,55.0
267,2020-12-05,Alabama,267589,3390.0,3877,46.0
268,2020-12-06,Alabama,269877,2288.0,3889,12.0
269,2020-12-07,Alabama,272229,2352.0,3892,3.0
270,2020-12-08,Alabama,276665,4436.0,3942,50.0
271,2020-12-09,Alabama,280187,3522.0,3985,43.0
272,2020-12-10,Alabama,284922,4735.0,4034,49.0
273,2020-12-11,Alabama,288775,3853.0,4086,52.0
274,2020-12-12,Alabama,292841,4066.0,4102,16.0
275,2020-12-13,Alabama,295631,2790.0,4102,0.0
276,2020-12-14,Alabama,297895,2264.0,4102,0.0
277,2020-12-15,Alabama,301533,3638.0,4124,22.0
278,2020-12-16,Alabama,305640,4107.0,4198,74.0
279,2020-12-17,Alabama,310335,4695.0,4254,56.0
280,2020-12-18,Alabama,315683,5348.0,4296,42.0
281,2020-12-19,Alabama,319904,4221.0,4389,93.0
282,2020-12-20,Alabama,322452,2548.0,4389,0.0
283,2020-12-21,Alabama,324832,2380.0,4389,0.0
284,2020-12-22,Alabama,329811,4979.0,4452,63.0
285,2020-12-23,Alabama,334569,4758.0,4587,135.0
286,2020-12-24,Alabama,338801,4232.0,4676,89.0
287,2020-12-25,Alabama,342426,3625.0,4680,4.0
288,2020-12-26,Alabama,343458,1032.0,4685,5.0
289,2020-12-27,Alabama,345628,2170.0,4691,6.0
290,2020-12-28,Alabama,347897,2269.0,4712,21.0
291,2020-12-29,Alabama,351804,3907.0,4737,25.0
292,2020-12-30,Alabama,356820,5016.0,4774,37.0
293,2020-12-31,Alabama,361226,4406.0,4827,53.0
294,2021-01-01,Alabama,365747,4521.0,4872,45.0
295,2021-01-02,Alabama,369458,3711.0,4872,0.0
296,2021-01-03,Alabama,371934,2476.0,4873,1.0
297,2021-01-04,Alabama,374095,2161.0,4878,5.0
298,2021-01-05,Alabama,379593,5498.0,4886,8.0
299,2021-01-06,Alabama,384184,4591.0,4994,108.0
300,2021-01-07,Alabama,389230,5046.0,5080,86.0
301,2021-01-08,Alabama,394287,5057.0,5191,111.0
302,2021-01-09,Alabama,399150,4863.0,5299,108.0
303,2021-01-10,Alabama,401900,2750.0,5334,35.0
304,2021-01-11,Alabama,404000,2100.0,5347,13.0
305,2021-01-12,Alabama,407848,3848.0,5573,226.0
306,2021-01-13,Alabama,410995,3147.0,5760,187.0
307,2021-01-14,Alabama,414583,3588.0,5945,185.0
308,2021-01-15,Alabama,417528,2945.0,6030,85.0
309,2021-01-16,Alabama,420681,3153.0,6119,89.0
310,2021-01-17,Alabama,422598,1917.0,6120,1.0
311,2021-01-18,Alabama,424028,1430.0,6121,1.0
312,2021-01-19,Alabama,426543,2515.0,6126,5.0
313,2021-01-20,Alabama,429655,3112.0,6283,157.0
314,2021-01-21,Alabama,432536,2881.0,6379,96.0
315,2021-01-22,Alabama,436087,3551.0,6486,107.0
316,2021-01-23,Alabama,439442,3355.0,6657,171.0
317,2021-01-24,Alabama,441170,1728.0,6660,3.0
318,2021-01-25,Alabama,443009,1839.0,6662,2.0
319,2021-01-26,Alabama,445909,2900.0,6896,234.0
320,2021-01-27,Alabama,449086,3177.0,7172,276.0
321,2021-01-28,Alabama,452734,3648.0,7340,168.0
322,2021-01-29,Alabama,455582,2848.0,7566,226.0
323,2021-01-30,Alabama,455582,0.0,7566,0.0
324,2021-01-31,Alabama,459639,4057.0,7688,122.0
325,2021-02-01,Alabama,460860,1221.0,7688,0.0
326,2021-02-02,Alabama,462938,2078.0,7894,206.0
327,2021-02-03,Alabama,465056,2118.0,8203,309.0
328,2021-02-04,Alabama,467823,2767.0,8365,162.0
329,2021-02-05,Alabama,469319,1496.0,8449,84.0
330,2021-02-06,Alabama,471311,1992.0,8513,64.0
331,2021-02-07,Alabama,472423,1112.0,8515,2.0
332,2021-02-08,Alabama,473348,925.0,8523,8.0
333,2021-02-09,Alabama,474666,1318.0,8579,56.0
334,2021-02-10,Alabama,476067,1401.0,8888,309.0
335,2021-02-11,Alabama,477570,1503.0,9021,133.0
336,2021-02-12,Alabama,478667,1097.0,9180,159.0
337,2021-02-13,Alabama,479856,1189.0,9242,62.0
338,2021-02-14,Alabama,480931,1075.0,9242,0.0
339,2021-02-15,Alabama,481605,674.0,9244,2.0
340,2021-02-16,Alabama,482488,883.0,9257,13.0
341,2021-02-17,Alabama,483167,679.0,9346,89.0
342,2021-02-18,Alabama,484365,1198.0,9424,78.0
343,2021-02-19,Alabama,485212,847.0,9573,149.0
344,2021-02-20,Alabama,485986,774.0,9590,17.0
345,2021-02-21,Alabama,486843,857.0,9592,2.0
346,2021-02-22,Alabama,487520,677.0,9592,0.0
347,2021-02-23,Alabama,488973,1453.0,9660,68.0
348,2021-02-24,Alabama,490220,1247.0,9744,84.0
349,2021-02-25,Alabama,491110,890.0,9831,87.0
350,2021-02-26,Alabama,491849,739.0,9869,38.0
351,2021-02-27,Alabama,492683,834.0,9930,61.0
352,2021-02-28,Alabama,493252,569.0,9929,-1.0
353,2021-03-01,Alabama,493769,517.0,9931,2.0
354,2021-03-02,Alabama,494421,652.0,9991,60.0
355,2021-03-03,Alabama,497154,2733.0,10029,38.0
356,2021-03-04,Alabama,498076,922.0,10094,65.0
357,2021-03-05,Alabama,498887,811.0,10122,28.0
358,2021-03-06,Alabama,499411,524.0,10149,27.0
359,2021-03-07,Alabama,499819,408.0,10148,-1.0
360,2021-03-08,Alabama,500092,273.0,10148,0.0
361,2021-03-09,Alabama,500616,524.0,10186,38.0
362,2021-03-10,Alabama,501398,782.0,10222,36.0
363,2021-03-11,Alabama,502263,865.0,10274,52.0
364,2021-03-12,Alabama,502711,448.0,10299,25.0
365,2021-03-13,Alabama,503305,594.0,10327,28.0
366,2021-03-14,Alabama,503673,368.0,10327,0.0
367,2021-03-15,Alabama,508229,4556.0,10329,2.0
368,2021-03-16,Alabama,508717,488.0,10337,8.0
369,2021-03-17,Alabama,509476,759.0,10363,26.0
370,2021-03-18,Alabama,510048,572.0,10391,28.0
371,2021-03-19,Alabama,510579,531.0,10425,34.0
372,2021-03-20,Alabama,511087,508.0,10436,11.0
373,2021-03-21,Alabama,511460,373.0,10436,0.0
374,2021-03-22,Alabama,511779,319.0,10436,0.0
375,2021-03-23,Alabama,511789,10.0,10450,14.0
376,2021-03-24,Alabama,512711,922.0,10487,37.0
377,2021-03-25,Alabama,513138,427.0,10504,17.0
378,2021-03-26,Alabama,513580,442.0,10523,19.0
379,2021-03-27,Alabama,514072,492.0,10526,3.0
380,2021-03-28,Alabama,514391,319.0,10526,0.0
381,2021-03-29,Alabama,514619,228.0,10526,0.0
382,2021-03-30,Alabama,514980,361.0,10527,1.0
383,2021-03-31,Alabama,515388,408.0,10554,27.0
384,2020-03-12,Alaska,1,,0,
385,2020-03-13,Alaska,1,0.0,0,0.0
386,2020-03-14,Alaska,1,0.0,0,0.0
387,2020-03-15,Alaska,1,0.0,0,0.0
388,2020-03-16,Alaska,3,2.0,0,0.0
389,2020-03-17,Alaska,6,3.0,0,0.0
390,2020-03-18,Alaska,9,3.0,0,0.0
391,2020-03-19,Alaska,12,3.0,0,0.0
392,2020-03-20,Alaska,14,2.0,0,0.0
393,2020-03-21,Alaska,21,7.0,0,0.0
394,2020-03-22,Alaska,22,1.0,0,0.0
395,2020-03-23,Alaska,36,14.0,0,0.0
396,2020-03-24,Alaska,42,6.0,0,0.0
397,2020-03-25,Alaska,59,17.0,0,0.0
398,2020-03-26,Alaska,69,10.0,0,0.0
399,2020-03-27,Alaska,85,16.0,1,1.0
400,2020-03-28,Alaska,102,17.0,1,0.0
401,2020-03-29,Alaska,114,12.0,2,1.0
402,2020-03-30,Alaska,120,6.0,2,0.0
403,2020-03-31,Alaska,133,13.0,2,0.0
404,2020-04-01,Alaska,143,10.0,2,0.0
405,2020-04-02,Alaska,146,3.0,2,0.0
406,2020-04-03,Alaska,156,10.0,2,0.0
407,2020-04-04,Alaska,169,13.0,3,1.0
408,2020-04-05,Alaska,183,14.0,4,1.0
409,2020-04-06,Alaska,189,6.0,4,0.0
410,2020-04-07,Alaska,211,22.0,4,0.0
411,2020-04-08,Alaska,224,13.0,5,1.0
412,2020-04-09,Alaska,233,9.0,5,0.0
413,2020-04-10,Alaska,244,11.0,5,0.0
414,2020-04-11,Alaska,255,11.0,6,1.0
415,2020-04-12,Alaska,270,15.0,6,0.0
416,2020-04-13,Alaska,275,5.0,6,0.0
417,2020-04-14,Alaska,283,8.0,7,1.0
418,2020-04-15,Alaska,291,8.0,7,0.0
419,2020-04-16,Alaska,298,7.0,7,0.0
420,2020-04-17,Alaska,307,9.0,7,0.0
421,2020-04-18,Alaska,312,5.0,7,0.0
422,2020-04-19,Alaska,317,5.0,7,0.0
423,2020-04-20,Alaska,319,2.0,7,0.0
424,2020-04-21,Alaska,327,8.0,7,0.0
425,2020-04-22,Alaska,333,6.0,7,0.0
426,2020-04-23,Alaska,335,2.0,7,0.0
427,2020-04-24,Alaska,337,2.0,7,0.0
428,2020-04-25,Alaska,337,0.0,7,0.0
429,2020-04-26,Alaska,339,2.0,7,0.0
430,2020-04-27,Alaska,343,4.0,7,0.0
431,2020-04-28,Alaska,349,6.0,7,0.0
432,2020-04-29,Alaska,353,4.0,7,0.0
433,2020-04-30,Alaska,353,0.0,7,0.0
434,2020-05-01,Alaska,362,9.0,7,0.0
435,2020-05-02,Alaska,363,1.0,7,0.0
436,2020-05-03,Alaska,366,3.0,7,0.0
437,2020-05-04,Alaska,368,2.0,7,0.0
438,2020-05-05,Alaska,369,1.0,7,0.0
439,2020-05-06,Alaska,370,1.0,8,1.0
440,2020-05-07,Alaska,373,3.0,8,0.0
441,2020-05-08,Alaska,376,3.0,8,0.0
442,2020-05-09,Alaska,377,1.0,8,0.0
443,2020-05-10,Alaska,378,1.0,8,0.0
444,2020-05-11,Alaska,380,2.0,8,0.0
445,2020-05-12,Alaska,383,3.0,8,0.0
446,2020-05-13,Alaska,383,0.0,8,0.0
447,2020-05-14,Alaska,387,4.0,8,0.0
448,2020-05-15,Alaska,388,1.0,8,0.0
449,2020-05-16,Alaska,392,4.0,8,0.0
450,2020-05-17,Alaska,396,4.0,8,0.0
451,2020-05-18,Alaska,399,3.0,8,0.0
452,2020-05-19,Alaska,399,0.0,8,0.0
453,2020-05-20,Alaska,402,3.0,8,0.0
454,2020-05-21,Alaska,402,0.0,8,0.0
455,2020-05-22,Alaska,404,2.0,8,0.0
456,2020-05-23,Alaska,409,5.0,8,0.0
457,2020-05-24,Alaska,409,0.0,8,0.0
458,2020-05-25,Alaska,412,3.0,8,0.0
459,2020-05-26,Alaska,416,4.0,8,0.0
460,2020-05-27,Alaska,417,1.0,8,0.0
461,2020-05-28,Alaska,430,13.0,8,0.0
462,2020-05-29,Alaska,436,6.0,8,0.0
463,2020-05-30,Alaska,441,5.0,8,0.0
464,2020-05-31,Alaska,469,28.0,8,0.0
465,2020-06-01,Alaska,476,7.0,8,0.0
466,2020-06-02,Alaska,497,21.0,8,0.0
467,2020-06-03,Alaska,516,19.0,8,0.0
468,2020-06-04,Alaska,542,26.0,8,0.0
469,2020-06-05,Alaska,565,23.0,8,0.0
470,2020-06-06,Alaska,579,14.0,8,0.0
471,2020-06-07,Alaska,588,9.0,8,0.0
472,2020-06-08,Alaska,607,19.0,8,0.0
473,2020-06-09,Alaska,620,13.0,9,1.0
474,2020-06-10,Alaska,642,22.0,9,0.0
475,2020-06-11,Alaska,666,24.0,9,0.0
476,2020-06-12,Alaska,688,22.0,10,1.0
477,2020-06-13,Alaska,722,34.0,10,0.0
478,2020-06-14,Alaska,734,12.0,10,0.0
479,2020-06-15,Alaska,738,4.0,10,0.0
480,2020-06-16,Alaska,751,13.0,10,0.0
481,2020-06-17,Alaska,776,25.0,10,0.0
482,2020-06-18,Alaska,795,19.0,10,0.0
483,2020-06-19,Alaska,821,26.0,10,0.0
484,2020-06-20,Alaska,845,24.0,10,0.0
485,2020-06-21,Alaska,859,14.0,10,0.0
486,2020-06-22,Alaska,869,10.0,10,0.0
487,2020-06-23,Alaska,905,36.0,10,0.0
488,2020-06-24,Alaska,926,21.0,10,0.0
489,2020-06-25,Alaska,971,45.0,10,0.0
490,2020-06-26,Alaska,1001,30.0,12,2.0
491,2020-06-27,Alaska,1027,26.0,12,0.0
492,2020-06-28,Alaska,1060,33.0,12,0.0
493,2020-06-29,Alaska,1085,25.0,12,0.0
494,2020-06-30,Alaska,1132,47.0,12,0.0
495,2020-07-01,Alaska,1174,42.0,12,0.0
496,2020-07-02,Alaska,1224,50.0,12,0.0
497,2020-07-03,Alaska,1284,60.0,13,1.0
498,2020-07-04,Alaska,1339,55.0,14,1.0
499,2020-07-05,Alaska,1371,32.0,14,0.0
500,2020-07-06,Alaska,1401,30.0,14,0.0
501,2020-07-07,Alaska,1423,22.0,15,1.0
502,2020-07-08,Alaska,1472,49.0,15,0.0
503,2020-07-09,Alaska,1521,49.0,15,0.0
504,2020-07-10,Alaska,1579,58.0,15,0.0
